内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
旺仔 旺仔牛奶 245ml*24罐/箱,245ml*1罐,6920584471017,4.9,21,4.1,旺仔牛奶调制乳245ml/罐,,7.5,7.5,条码匹配,A,7.5,7.5,普通商品(低毛利),5.2
得力 双面胶带 高粘棉纸双面胶儿童DIY手工易撕胶学生文具财务胶办公学习用品/个,,3005685402214,0.9,21,0.4,得力双面胶带高粘棉纸双面胶儿童DIY手工易撕胶学生文具财务胶办公学习用品／个,9mm*1卷,0.75,1.5,模糊匹配,A,1.5,0.9,普通商品(中毛利),0.9
毛大胖宠物火腿肠零食猫狗低盐训练奖励鸡肉味香肠猫犬通用/袋,15g*7支装/袋,6978644600280,3.6,21,2.3,毛大胖宠物火腿肠零食猫狗低盐训练奖励鸡肉味香肠猫犬通用/袋,7支/袋,4.9,6.0,模糊匹配,A,5.9,4.9,普通商品(中毛利),3.5
毛大胖宠物火腿肠零食猫狗低盐训练奖励鸡肉味香肠猫犬通用/袋,15g*1支,6973066271377,0.6,21,0.4,毛大胖宠物火腿肠零食猫狗低盐训练奖励鸡肉味香肠猫犬通用/袋,15g/支,0.49,0.99,条码匹配,A,0.9,0.5,普通商品(中毛利),0.5
自由点 益生菌日用卫生巾 240mm*8片贴身绵柔亲肤超级薄姨妈巾/包,240mm,6926052515276,9.5,21,6.3,自由点益生菌日用卫生巾240mmx8片贴身绵柔亲肤超级薄姨妈巾／包,240mm*8片,10.9,15.8,条码匹配,A,15.9,10.9,普通商品(中毛利),9.5
伊利牧场 红枣牛奶味雪糕65g/支 经典款红枣牛奶双重滋养香甜不腻,70g*1袋,6907992825687,2.4,21,2.0,,,,,无匹配,A,2.5,2.5,普通商品(低毛利),2.5
伍子醉 湘潭铺子枸杞非食宾郎28g/袋 香气醇厚口感温润解瘾槟榔（新老包装随机）,1袋,6973717960032,30.0,21,27.0,伍子醉湘潭铺子枸杞非食宾郎28g／袋香气醇厚口感温润办公休闲解瘾常备槟榔,28g/袋,32.0,35.0,条码匹配,A,34.9,31.9,普通商品(低毛利),33.9
旺旺 雪饼84g/袋 非油炸大包米饼追剧解馋儿时味道出游分享便携,84克,6920546800053,4.5,21,4.25,旺旺雪饼84g／袋非油炸大包米饼追剧解馋儿时味道出游分享便携,84g/袋,7.2,7.5,模糊匹配,A,7.5,7.2,普通商品(低毛利),5.5
奇多 日式牛排味玉米棒50g/袋 咸甜酱香粟米棒儿童薯条办公零食,50g*1袋,6924743922747,3.3,21,2.8,奇多日式牛排味玉米棒50g／袋咸甜酱香粟米棒儿童薯条办公零食,50g/袋,4.28,4.5,条码匹配,A,4.5,4.2,普通商品(低毛利),3.5
立白 大师香氛天然洗衣液1kg/瓶 持久留香护衣护色洁净去污去渍柔顺,1kg*1袋,6920174773224,15.3,21,14.3,立白大师香氛天然洗衣液1kg／瓶持久留香护衣护色洁净去污去渍柔顺,1kg*1瓶,21.9,25.5,条码匹配,A,25.5,21.9,普通商品(低毛利),17.9
乐事 黄瓜味薯片70g/袋 鲜黄瓜清香大包土豆片聚会聚餐解馋能量补给,70g*1袋,6924743919259,5.1,21,4.9,乐事黄瓜味薯片70g／袋鲜黄瓜清香大包土豆片聚会聚餐解馋能量补给,70g/袋,6.8,8.5,条码匹配,A,8.5,6.9,普通商品(低毛利),6.2
乐事 青柠味薯片40g/袋 经典酸甜清爽宿舍土豆片追剧出游充饥,40g*1袋,6924743921320,2.7,21,2.6,乐事青柠味薯片40g／袋经典酸甜清爽宿舍土豆片追剧出游充饥,40g/袋,4.25,4.5,条码匹配,A,4.5,4.2,普通商品(低毛利),3.2
口水娃 五香味多味花生 75g/袋 裹粉均匀层层入味休闲零食,75克,6935768922384,2.7,21,2.4,[口水娃]五香味多味花生75g/袋,,5.0,5.0,条码匹配,A,4.9,4.9,普通商品(中毛利),2.9
琥珀 小米锅巴22g/袋酥脆可口熬夜加班充饥膨化食品酥脆小吃(口味随机),22g*1袋,6936605800261,0.6,21,0.5,琥珀小米锅巴22g／袋酥脆可口熬夜加班充饥膨化食品酥脆小吃（口味随机）,22g/袋,0.9,1.0,模糊匹配,A,0.9,0.9,普通商品(低毛利),0.9
登荣 辣子鸡60g/袋,60g*1袋,6922170800102,2.7,21,2.2,登荣辣子鸡麻辣味23g／袋,,2.0,2.0,模糊匹配,A,1.9,1.9,普通商品(低毛利),2.9
稻香杯一次性可降解稻壳茶杯50只装,1袋,6975409003070,7.5,21,3.4,福之格一次性塑杯50只/包,,,5.31,模糊匹配,A,5.2,5.2,普通商品(低毛利),4.2
宾王泸州大二字牌纸质长牌 四川泸州大贰 二七十川牌1副,,6924183907359,3.6,21,2.5,,,,,无匹配,A,3.9,3.9,普通商品(低毛利),3.2
彼欣宜一次性独立装涤棉白色内裤5条装,L码,6974008290586,8.1,21,5.6,彼欣宜一次性内裤5条/袋女无菌孕产妇坐月子产后旅行用品免洗学生女士内裤,L（90～110斤）,11.8,11.8,条码匹配,A,11.9,11.9,普通商品(中毛利),7.2
【规格可选】加厚PE自封袋 透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋/个,8号18*26cm,3003584341214,0.3,21,0.2,【规格可选】加厚PE自封袋透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋／个,4号（约8*12cm）,0.1,0.3,模糊匹配,A,0.2,0.2,普通商品(低毛利),0.2
农夫山泉 东方树叶 青柑普洱茶饮料500ml*3瓶 健康无糖红茶真茶萃取复合茶饮品,500ml*3,3000159085412,13.7,22,11.4,农夫山泉东方树叶青柑普洱茶饮料500mlx3瓶健康无糖红茶真茶萃取复合茶饮品,500ml*3瓶,15.5,16.0,模糊匹配,A,15.9,15.5,普通商品(低毛利),14.2
农夫山泉 东方树叶 青柑普洱茶饮料500ml/瓶 无糖添加老少皆宜解腻茶饮品,500ml,6921168596348,5.0,22,3.8,农夫山泉东方树叶青柑普洱茶饮料500ml／瓶无糖添加老少皆宜解腻茶饮品,500ml/瓶,4.9,5.5,条码匹配,A,5.5,4.9,普通商品(低毛利),4.9
清新爽口 脉动维生素青柠饮料维C低糖维生素功能饮料运动必备1l*1瓶,1l*1瓶,6902538006261,7.0,22,5.2,脉动青柠口味维生素饮料1L/瓶（线上不兑奖）,,7.9,8.8,条码匹配,A,8.9,7.9,普通商品(低毛利),6.5
【辣条】卓氏水煮鱼8090后 麻辣香辣面筋 约18g/袋,18g,6971964900023,0.6,22,0.5,卓氏水煮鱼辣条童年经典怀旧零食8090后小吃麻辣18g/袋,,0.99,0.99,条码匹配,A,0.9,0.9,普通商品(低毛利),0.9
无穷农场 盐焗鸡蛋30g/个 独立包装高蛋白卤蛋零食蛋黄绵密开袋即食卤味,30g*1袋,6924160714017,2.0,22,1.6,无穷农场盐焗鸡蛋30g／个独立包装高蛋白卤蛋零食蛋黄绵密开袋即食卤味,30g/个,2.5,3.0,条码匹配,A,2.9,2.5,固定毛利20%,2.2
淘淘氧棉天山白无香265mm+355mm组合卫生巾10片mm,10片*1包,6921284451019,9.6,22,7.7,【消毒级】洁伶淘淘氧棉265mm355mm日夜组合10片天山白纯棉卫生巾姨妈巾／包,10片*1包,10.9,15.0,条码匹配,A,14.9,10.9,普通商品(中毛利),8.9
苏菲 超熟睡安心裤 L码*2条85-105cm超薄0皮筋全包臀裤型卫生巾安睡裤/包,1袋,6934660550398,7.7,22,4.1,苏菲安心裤超熟睡安睡裤超薄款卫生巾L码2片／袋（适用臀围85-105cm）,,12.8,12.8,条码匹配,A,12.9,12.9,普通商品(中毛利),7.9
打磨抛光砂纸 28*23cm干湿两用耐水砂纸磨砂布细砂布铁砂皮文玩打磨抛光水砂纸/张,2000目1张,3009730203511,0.9,22,0.5,打磨抛光砂纸28x23cm干湿两用耐水砂纸磨砂布细砂布铁砂皮文玩打磨抛光水砂纸／张,60目*1张,1.2,1.5,模糊匹配,A,1.5,1.2,普通商品(中毛利),0.9
多功能加厚强力粘胶贴墙壁壁挂承重挂勾无痕粘贴 1个颜色随机 宿舍卧室挂衣服免打孔粘钩挂钩,透明大挂钩50丝 6.5*6.5cm,3003717137042,0.6,22,0.5,强力粘钩挂钩7×7cm宿舍卧室挂衣服无痕粘贴免打孔多功能挂钩／个(颜色随机),颜色随机7×7cm*1个(10个起购),8.0,0.8,模糊匹配,A,0.9,,普通商品(低毛利),0.9
洽洽 五香味香瓜子160g/袋 熟制葵花籽坚果炒货休闲小吃,160g*1袋,6924187820067,5.9,22,4.9,洽洽香瓜子160g/袋,,9.9,12.0,条码匹配,A,11.9,9.9,普通商品(中毛利),7.2
冈本 肤感纯薄天然乳胶橡胶避孕套3只 男用超薄安全套纯薄极限润滑情侣房事保险套计生用品/盒,3片*1盒,4547691239129,10.1,22,6.5,冈本肤感纯薄天然乳胶橡胶避孕套3只男用超薄安全套纯薄夫妻情侣房事保险套成人计生用品／盒,3只*1盒,16.8,16.8,条码匹配,A,16.9,16.9,普通商品(中毛利),10.2
滇二娃 云贵特产土豆片50g/袋,50g*1袋,6975795360018,2.1,22,2.0,滇二娃云贵特产土豆片50g／袋麻辣土豆条土豆丝香脆可口（口味可选）,（麻辣土豆片）50g/袋,3.25,3.5,条码匹配,A,3.5,3.2,普通商品(低毛利),2.5
Warzn  超多泡精油浴盐球浴缸泡澡浴盐球泡澡球爆炸盐泡泡浴球薰衣草味玫瑰味绿茶味70g,薰衣草味紫色*1颗,3003551386088,3.3,22,1.5,,,,,无匹配,A,3.2,3.2,普通商品(中毛利),1.9
彼欣宜一次性独立装涤棉白色内裤5条装,M码,6974008290579,8.1,22,5.6,彼欣宜一次性内裤5条/袋女无菌孕产妇坐月子产后旅行用品免洗学生女士内裤,M（90斤以内）,11.8,11.8,条码匹配,A,11.9,11.9,普通商品(中毛利),7.2
辈儿香 麻辣味八爪烧40g/袋 鲜辣香脆比萨卷 儿时怀旧老式经典酥脆锅巴,辈儿香麻辣味八爪烧 40g/袋,6937821510712,1.5,22,0.7,辈儿香麻辣味八爪烧40g/袋,,1.5,1.5,条码匹配,A,1.5,1.5,普通商品(中毛利),0.9
百世兴 原味酒鬼花生65g/袋 花生仁咸味办公闲暇解馋充饥坚果炒货食品,65克,6942910300495,3.0,22,2.1,百世兴原味酒鬼花生65g／袋花生仁咸味办公闲暇解馋充饥坚果炒货食品,65g/袋,4.8,5.0,条码匹配,A,4.9,4.9,普通商品(中毛利),2.9
八鲜王 麻辣小腿王(鸭肉类制品) 50克/袋,50g,6970167090203,2.1,22,1.4,,,,,无匹配,A,2.2,2.2,普通商品(低毛利),1.9
康师傅 香辣牛肉面方便面泡面 120g/桶新老包装随机,120g*1桶,6920208914173,5.0,23,4.08,康师傅香辣牛肉方便面桶装泡面120g/桶,,6.5,6.5,条码匹配,A,6.5,6.5,固定毛利20%,5.2
心相印 茶语盒抽纸 136抽*3包/提,136抽*3包,6903244957274,9.3,23,7.9,,,,,无匹配,A,9.5,9.5,普通商品(低毛利),9.9
心相印 茶语盒抽纸 136抽*3包/提,136抽*1袋,6903244957267,3.0,23,2.7,心相印茶语丝享抽纸150抽/袋,,,4.05,模糊匹配,A,3.9,3.9,普通商品(低毛利),3.5
白象 大辣娇经典火鸡面119g/盒 甜辣交融酱汁浓郁劲道爽滑速食夜宵拌面,119g*1盒,6935270639015,5.0,23,3.9,白象大辣娇经典火鸡面119g／盒甜辣交融酱汁浓郁劲道爽滑速食夜宵拌面,119g/盒,6.2,6.5,模糊匹配,A,6.5,6.2,固定毛利20%,4.9
锐澳RIO 8度强爽荔枝伏特加味鸡尾酒500ml*6听 鲜香荔枝汁碳酸气泡果味酒,500ml*6,3003303784339,65.6,23,54.6,锐澳RIO8度强爽荔枝伏特加味鸡尾酒500ml／听0嘌呤鲜香荔枝汁碳酸气泡果味酒,500ml/罐,11.5,13.5,模糊匹配,A,13.5,11.5,普通商品(低毛利),68.2
锐澳RIO强爽8度状元红荔枝伏特加鸡尾酒500ml*3,500ml*3,3001767105738,32.8,23,27.3,锐澳8度强爽葡萄伏特加味气泡鸡尾酒500ml/罐,500ml/3罐,42.0,42.0,模糊匹配,A,41.9,41.9,普通商品(低毛利),34.2
锐澳RIO 8度强爽荔枝伏特加味鸡尾酒500ml/听 0嘌呤鲜香荔枝汁碳酸气泡果味酒,500ml,6935145315075,10.9,23,9.1,锐澳RIO8度强爽荔枝伏特加味鸡尾酒500ml／听0嘌呤鲜香荔枝汁碳酸气泡果味酒,500ml/罐,11.5,13.5,条码匹配,A,13.5,11.5,普通商品(低毛利),11.5
寻唐记 麻辣味锅巴70g/袋 大米网状锅巴四川风味零食怀旧充饥常备,70克,6932459700023,2.1,23,1.7,寻唐记麻辣味锅巴70g/袋,,4.0,4.0,条码匹配,A,3.9,3.9,普通商品(中毛利),2.5
铭泰 酱肥牛味大豆素肉80g/袋 办公室解馋素食辣条零食经典辣条,80克,6931372422357,2.0,23,1.7,铭泰烧烤风味香菇肥牛味大豆素肉80克/袋,,4.0,4.5,条码匹配,A,4.5,3.9,普通商品(中毛利),2.9
啃仔鸭翅根香辣味40g鸭小腿王卤味熟食即食小吃解馋追剧夜宵,40克,6931717701055,1.8,23,1.5,,,,,无匹配,A,1.9,1.9,普通商品(低毛利),1.9
【密封保鲜】食品真空袋 网格纹路真空袋网纹抽真空食品袋压缩机密封袋保鲜封卷袋/个,17*25cm,3003608337414,0.4,23,0.2,【密封保鲜】食品真空袋网格纹路真空袋网纹抽真空食品袋压缩机密封袋保鲜封卷袋／个,17*25cm单个,0.5,0.6,模糊匹配,A,0.5,0.5,普通商品(中毛利),0.5
巴迪高一次性浴巾棉柔材质浴巾加厚版单独包装旅行便携浴巾1条70*100cm(包装随机),-绵柔浴巾70*100cm,6973230800495,3.9,23,2.6,巴迪高一次性浴巾棉柔材质浴巾加厚版单独包装旅行便携浴巾1条70*100cm（包装随机）,,6.8,6.8,模糊匹配,A,6.9,6.9,普通商品(中毛利),4.2
娃哈哈 营养快线 椰子味水果酸奶饮料500ml/瓶 办公室下午茶果味含乳饮品,450g*1瓶,6902083907150,4.0,24,3.4,娃哈哈营养快线椰子味水果酸奶饮品450g/瓶,,5.9,5.9,条码匹配,A,5.9,5.9,普通商品(低毛利),4.2
康师傅 大食桶泡椒牛肉面144g/桶 酸辣过瘾大份量桶装速食泡面方便面,145g*1桶,6920208933822,6.2,24,4.9,康师傅大食桶泡椒牛肉面144g／桶酸辣过瘾大份量桶装速食泡面方便面,144g/桶,6.2,6.5,条码匹配,A,6.5,6.2,固定毛利20%,6.2
康师傅 大食桶老陈醋酸辣牛肉面158g/桶 酸辣过瘾宿舍方便面泡面夜宵,161g*1桶,6920208933549,6.0,24,4.9,康师傅大食桶老陈醋酸辣牛肉面158g／桶酸辣过瘾宿舍方便面泡面夜宵,158g/桶,6.45,6.5,模糊匹配,A,6.5,6.5,固定毛利20%,6.2
康师傅 大食桶香辣牛肉面141g/桶 经典香辣味即食方便面泡面宿舍夜宵,148g*1桶,6920208900473,6.2,24,4.9,康师傅big大食桶香辣牛肉面148g/桶,,7.0,7.0,条码匹配,A,6.9,6.9,固定毛利20%,6.2
康师傅 经典红烧牛肉面方便面泡面110g/桶（不兑奖）,110g*1桶,6920208900770,5.0,24,4.0,康师傅红烧牛肉方便面桶装泡面1桶,,5.2,6.0,条码匹配,A,5.9,5.2,固定毛利20%,5.2
得力 直液式走珠笔 黑/红/蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔/支,红色12支,6935205348234,17.1,24,12.0,得力直液式走珠笔黑／红／蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔／支,红色*1支,1.5,2.5,模糊匹配,A,2.5,1.5,普通商品(低毛利),15.2
得力 直液式走珠笔 黑/红/蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔/支,红色1支,6935205348227,1.5,24,1.0,得力直液式走珠笔黑／红／蓝色速干笔签字笔全针管中性笔商务办公学生考试刷题笔水笔／支,红色*1支,1.5,2.5,条码匹配,A,2.5,1.5,普通商品(中毛利),1.5
礼物包装纸 可爱卡通大尺寸礼品礼盒书皮手工diy材料素材送礼精美高级感装饰纸不含丝带/张,6张,3001274718995,6.0,24,2.6,礼物包装纸可爱卡通大尺寸礼品礼盒书皮手工diy材料素材送礼精美高级感装饰纸不含丝带／张,韩系猫猫(50*70cm）*1张,1.5,1.78,模糊匹配,A,1.9,1.5,普通商品(低毛利),3.2
礼物包装纸 可爱卡通大尺寸礼品礼盒书皮手工diy材料素材送礼精美高级感装饰纸不含丝带/张,1张,3008668503519,1.2,24,0.5,礼物包装纸可爱卡通大尺寸礼品礼盒书皮手工diy材料素材送礼精美高级感装饰纸不含丝带／张,韩系猫猫(50*70cm）*1张,1.5,1.78,模糊匹配,A,1.9,1.5,普通商品(中毛利),1.2
有友 山椒味泡凤爪136g/袋 酸辣脆爽泡鸡爪解馋追剧常备零食,山椒136g,6944978709340,10.5,24,7.7,有友山椒味泡凤爪136g／袋酸辣脆爽泡鸡爪解馋追剧常备零食,136g/袋,12.98,17.5,条码匹配,A,17.5,12.9,普通商品(中毛利),10.5
双汇 Q趣儿玉米风味香肠70g/根 饱满甜玉米粒甜咸平衡方便即食肠（保质期两月内特惠）,70g*1根,6902890259763,2.2,24,1.7,双汇Q趣儿玉米风味香肠70g／根饱满甜玉米粒甜咸平衡方便即食肠,70g/根,2.68,2.8,条码匹配,A,2.9,2.5,固定毛利20%,2.2
冷酸灵 炭能净齿软毛牙刷 1支/卡,1支*1卡,6902132008852,2.6,24,2.0,,,,,无匹配,A,2.9,2.9,普通商品(低毛利),2.5
【3瓶】农夫山泉 尖叫 纤维绿色瓶运动饮料 550ml*3瓶/件 补充电解质饮料,550ml*3,3008181215760,13.7,25,11.4,,,,,无匹配,A,13.9,13.9,普通商品(低毛利),14.2
农夫山泉 尖叫 柠檬味纤维型运动饮料550ml/瓶 柠香风味跑步健身补给快速补充电解质饮品,550ml,6921168504022,5.0,25,3.8,农夫山泉尖叫纤维型运动饮料550ml/瓶,,5.5,5.5,条码匹配,A,5.5,5.5,普通商品(低毛利),4.9
【3瓶】农夫山泉 水溶C100 血橙味复合果汁饮料 445ml*3瓶,445ml*3,3006797471716,14.1,25,11.7,【3瓶】农夫山泉水溶C100柠檬味复合果汁饮料445ml/*3瓶/份,,,17.55,模糊匹配,A,17.5,17.5,普通商品(低毛利),14.9
农夫山泉 水溶C100 血橙味饮料445ml/瓶 清爽维C酸甜橙味家庭聚餐复合果味饮料,445ml,6921168560189,5.0,25,3.9,农夫山泉水溶C100血橙味饮料445ml／瓶清爽维C酸甜橙味家庭聚餐复合果味饮料,445ml/瓶,5.28,5.5,条码匹配,A,5.5,5.2,普通商品(低毛利),4.9
【整盒】卫龙 亲嘴烧经典麻辣风味 24g*20袋/盒,24g*20,6935284400052,15.3,25,13.8,,,,,无匹配,A,15.5,15.5,普通商品(低毛利),17.2
卫龙亲嘴烧川香麻辣24g 儿时麻辣香辣怀旧辣味零食小吃休闲食品素肉辣片,24g,6935284455595,0.9,25,0.7,卫龙亲嘴烧麻辣川香味24g/袋,,1.2,1.5,条码匹配,A,1.5,1.2,普通商品(中毛利),0.9
康师傅 酸梅汤饮料1l/瓶 酸甜爽口传统熬制草本饮品大瓶装,1L,6922456889982,4.3,25,3.6,康师傅酸梅汤夏季饮品果味饮料1000ml/瓶,,6.0,6.0,条码匹配,A,5.9,5.9,普通商品(低毛利),4.5
味芝元 嘿鸭味烤脖整根湖南特产休闲零食约 40g/袋,40克,6936869218611,2.0,25,1.6,味芝元香辣味烤脖40g／袋唇齿留香回味无穷鸡脖即食下酒菜充饥解馋,40g/袋,3.0,3.0,条码匹配,A,2.9,2.9,普通商品(低毛利),2.2
【单拍不送 福利品】她研社深藏blue卫生巾日用超薄不漏干爽姨妈巾240mm1片,1片*1袋,6974354668428,1.5,25,0.5,【单拍不送福利品】她研社深藏blue卫生巾日用超薄不漏干爽姨妈巾240mm1片,,3.8,3.8,模糊匹配,A,3.9,3.9,普通商品(高毛利),1.5
好丽友 韩国泡菜味好友趣薯片70g/袋 酸辣酥脆大包聚会聚餐零食,70g*1袋,6920907823622,4.5,25,3.9,好丽友韩国泡菜味好友趣薯片70g／袋酸辣酥脆大包聚会聚餐零食,70g/袋,6.75,7.5,条码匹配,A,7.5,6.9,普通商品(中毛利),4.5
达利园 乐虎氨基酸维生素功能饮料牛磺酸运动能量秋季饮品 380ml/瓶,380ml*3瓶,3008446605015,11.4,26,9.9,,,,,无匹配,A,11.5,11.5,普通商品(低毛利),12.5
达利园 乐虎氨基酸维生素功能饮料牛磺酸运动能量秋季饮品 380ml/瓶,380ml*1瓶,6911988018526,5.0,26,3.3,乐虎维生素功能饮料380ml／瓶加班熬夜健身能量补给饮品,380ml/瓶,4.9,5.5,条码匹配,A,5.5,4.9,普通商品(低毛利),4.2
九命九命猫条猫咪零食补充营养增肥发腮幼猫湿粮 鸡肉味,15g*10,6974000000008,2.7,26,2.3,顽皮欧一吸猫条猫零食营养增肥猫湿粮成幼猫咪猫粮(金枪鱼+三文鱼)1条,14g/条,1.8,2.0,模糊匹配,A,1.9,1.9,普通商品(低毛利),2.9
九命九命猫条猫咪零食补充营养增肥发腮幼猫湿粮 鸡肉味,15g,3008320339210,0.3,26,0.23,【5元到手20条】北王星猫条成猫幼猫宠物零食猫咪零食营养猫湿粮猫条口味随机12g／条,口味随机12g*1条,0.25,0.3,模糊匹配,A,0.2,0.2,普通商品(低毛利),0.2
伊利原味牛奶片16*10 童年怀旧内蒙古原味干吃奶片休闲零食,16g*10包,6907992400020,12.0,26,10.0,大白兔原味奶糖114g／袋回味童年怀旧经典喜糖伴手礼糖果原味牛奶,114g/袋,8.5,8.5,模糊匹配,A,8.5,8.5,普通商品(低毛利),12.5
伊利 原味牛奶片16g/板 高钙奶贝奶酪蛋白质休闲解馋糖果小零食,16g*1板,6907992400754,1.4,26,1.1,【牛奶片】伊利奶片原味儿童干吃牛奶片糖办公休闲清真特产零食16g/份,,2.5,2.5,条码匹配,A,2.5,2.5,普通商品(中毛利),1.5
依能 苏打水无糖加锌l弱碱性饮用水 500ml×12瓶/件,500ml*12,6971329923100,17.7,26,14.7,,,,,无匹配,A,17.9,17.9,普通商品(低毛利),18.5
依能 锌强化苏打水饮料500ml/瓶 无糖弱碱清爽无负担解渴清爽饮用水,500ml,6971329920178,1.5,26,1.23,,,,,无匹配,A,1.5,1.5,普通商品(低毛利),1.5
卫龙魔芋爽酸辣味15+3g*20 素毛肚小包装辣条追剧解馋网红休闲爆款小零食品,18g*20包,6935284400311,17.9,26,13.8,卫龙魔芋爽麻酱味18030g／盒麻酱素毛肚解馋办公室零食,210g/盒,12.8,13.5,模糊匹配,A,13.5,12.9,普通商品(低毛利),17.2
卫龙 酸辣味魔芋爽15g/袋 辣味素毛肚低热量办公室宅家解馋零食,18g*1袋,6935284400250,0.9,26,0.7,卫龙酸辣味魔芋爽15g／袋辣味素毛肚低热量办公室宅家解馋零食,15g/袋,1.2,1.5,条码匹配,A,1.5,1.2,普通商品(中毛利),0.9
娃哈哈 蜂蜜柚子茶柚子味茶饮料 1L/瓶(包装随机),1L,6942980801373,4.2,26,3.5,康师傅蜂蜜柚子柚子味饮品500ml/瓶,,4.0,4.0,模糊匹配,A,3.9,3.9,普通商品(低毛利),4.5
娃哈哈 蜂蜜水果绿茶果汁茶饮品 500g/瓶,500ml,6902083889890,2.7,26,2.2,,,,,无匹配,A,2.9,2.9,普通商品(低毛利),2.9
